make,model,variant,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age,best_resale,seats_cat
Maruti,Swift Dzire,ZDI,3.75,70000 - 80000 Km,Diesel,Individual,Manual,4th & above owner,23.4,1.25,74.0,5.0,9.0,yes,5andBelow
Mahindra,Scorpio,VLX 2WD BSIV,7.5,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,12.05,2.18,120.0,8.0,10.0,yes,btwn6and8
Tata,Tiago,1.2 REVOTRON XZ,4.0,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,23.84,1.2,84.0,5.0,4.0,yes,5andBelow
Mahindra,XUV500,W6 2WD,6.0,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,15.1,2.18,140.0,7.0,9.0,yes,btwn6and8
Hyundai,Santro,XING XK ERLX EURO II,1.1,70000 - 80000 Km,Petrol,Individual,Manual,3rd owner,17.8,1.09,63.0,5.0,14.0,yes,5andBelow
Maruti,800,AC,0.45,70000 - 80000 Km,Petrol,Individual,Manual,1st owner,16.1,0.8,37.0,4.0,15.0,yes,5andBelow
Mahindra,Bolero,PIK-UP CBC 1.7T,7.22,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,15.96,2.52,70.0,7.0,3.0,yes,btwn6and8
Tata,Tiago,2019-2020 XZ,5.0,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,23.84,1.2,83.83,5.0,2.0,yes,5andBelow
Hyundai,Verna,CRDI SX ABS,2.5,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,18.1,1.49,110.0,5.0,15.0,yes,5andBelow
Skoda,Rapid,1.5 TDI AMBITION BSIV,9.5,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,21.13,1.5,108.6,5.0,4.0,No,5andBelow
Nissan,Sunny,DIESEL XV,3.75,210000 - 220000 Km,Diesel,Individual,Manual,1st owner,21.64,1.46,84.8,5.0,9.0,No,5andBelow
Maruti,Swift Dzire,ZDI,7.8,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.02,5.0,4.0,yes,5andBelow
Hyundai,Santro,ASTA BSIV,5.75,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,20.3,1.09,68.0,5.0,4.0,yes,5andBelow
Hyundai,i20,1.2 SPOTZ,5.63,20000 - 30000 Km,Petrol,Individual,Manual,2nd owner,18.6,1.2,81.83,5.0,5.0,yes,5andBelow
Tata,Tiago,1.2 REVOTRON XZ,4.5,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,23.84,1.2,84.0,5.0,5.0,yes,5andBelow
Toyota,Innova,CRYSTA 2.4 ZX AT,23.0,0 - 10000 Km,Diesel,Individual,Automatic,1st owner,13.68,2.39,147.51,7.0,2.0,yes,btwn6and8
Maruti,800,AC,0.8,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,16.1,0.8,37.0,4.0,23.0,yes,5andBelow
Hyundai,i20,ASTA 1.4 CRDI (DIESEL),3.2,130000 - 140000 Km,Diesel,Individual,Manual,2nd owner,23.0,1.4,90.0,5.0,12.0,yes,5andBelow
Honda,Civic,1.8 V MT,3.75,90000 - 100000 Km,Petrol,Individual,Manual,3rd owner,13.5,1.8,130.0,5.0,14.0,yes,5andBelow
Maruti,Eeco,5 SEATER AC BSIV,4.0,110000 - 120000 Km,Petrol,Individual,Manual,1st owner,15.37,1.2,73.0,5.0,5.0,yes,5andBelow
Mahindra,Xylo,E8 ABS AIRBAG,6.0,220000 - 230000 Km,Diesel,Individual,Manual,1st owner,14.0,2.5,112.0,7.0,11.0,yes,btwn6and8
Renault,KWID,1.0 RXT OPTIONAL,3.15,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,23.01,1.0,67.0,5.0,6.0,No,5andBelow
BMW,3-Series,320D HIGHLINE,11.0,70000 - 80000 Km,Diesel,Individual,Automatic,2nd owner,16.07,2.0,181.0,5.0,10.0,No,5andBelow
Maruti,Swift Dzire,VDI,3.5,180000 - 190000 Km,Diesel,Individual,Manual,2nd owner,19.3,1.25,73.9,5.0,12.0,yes,5andBelow
Maruti,Eeco,5 SEATER AC BSIV,3.75,110000 - 120000 Km,Petrol,Individual,Manual,1st owner,15.37,1.2,73.0,5.0,6.0,yes,5andBelow
Toyota,Innova,2.5 GX (DIESEL) 8 SEATER,10.5,210000 - 220000 Km,Diesel,Individual,Manual,2nd owner,12.99,2.49,100.6,8.0,9.0,yes,btwn6and8
Maruti,Wagon,R LX MINOR,1.2,110000 - 120000 Km,Petrol,Individual,Manual,3rd owner,18.9,1.06,67.0,5.0,12.0,yes,5andBelow
Mahindra,XUV500,W6 2WD,8.2,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,16.0,2.18,140.0,7.0,7.0,yes,btwn6and8
Maruti,Celerio,ZXI OPTIONAL AMT BSIV,4.52,20000 - 30000 Km,Petrol,Individual,Automatic,2nd owner,23.1,1.0,67.04,5.0,4.0,yes,5andBelow
Hyundai,Grand,I10 MAGNA,5.0,50000 - 60000 Km,Petrol,Individual,Manual,3rd owner,18.9,1.2,82.0,5.0,6.0,yes,5andBelow
Toyota,Innova,2.5 VX (DIESEL) 8 SEATER,12.5,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,12.99,2.49,100.6,8.0,7.0,yes,btwn6and8
Mahindra,TUV,300 T8,5.0,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,18.49,1.49,100.0,7.0,7.0,yes,btwn6and8
Maruti,Swift,VDI BSIV,4.9,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.0,5.0,7.0,yes,5andBelow
Maruti,Swift Dzire,ZDI,2.0,140000 - 150000 Km,Diesel,Individual,Manual,2nd owner,19.3,1.25,73.9,5.0,14.0,yes,5andBelow
Maruti,Wagon,R VXI BSIII,2.4,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,18.9,1.0,67.1,5.0,10.0,yes,5andBelow
Hyundai,i20,1.2 SPOTZ,6.55,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,18.6,1.2,81.83,5.0,4.0,yes,5andBelow
Hyundai,i20,ACTIVE 1.2 SX,6.2,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,17.19,1.2,81.86,5.0,4.0,yes,5andBelow
Maruti,Swift,VXI WINDSONG LIMITED EDITION,4.5,30000 - 40000 Km,Petrol,Individual,Manual,2nd owner,20.4,1.2,83.11,5.0,7.0,yes,5andBelow
Maruti,Wagon,R LXI BS IV,3.1,30000 - 40000 Km,Petrol,Individual,Manual,2nd owner,20.51,1.0,67.04,5.0,8.0,yes,5andBelow
Maruti,Alto,LXI,1.5,40000 - 50000 Km,Petrol,Individual,Manual,3rd owner,19.7,0.8,46.3,5.0,15.0,yes,5andBelow
Chevrolet,Beat,DIESEL LT,1.8,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,25.2,0.94,57.6,5.0,10.0,No,5andBelow
Tata,Indica,VISTA TDI LS,1.5,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,19.4,1.4,70.0,5.0,11.0,yes,5andBelow
Ford,Figo,DIESEL EXI,1.6,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,20.0,1.4,68.0,5.0,11.0,No,5andBelow
Mahindra,Scorpio,EX,6.0,60000 - 70000 Km,Diesel,Individual,Manual,3rd owner,14.0,2.52,75.0,8.0,9.0,yes,btwn6and8
Skoda,Rapid,1.6 TDI AMBITION PLUS ALLOY,3.8,140000 - 150000 Km,Diesel,Individual,Manual,1st owner,20.5,1.6,103.5,5.0,10.0,No,5andBelow
Tata,Indigo,LX,1.2,130000 - 140000 Km,Diesel,Individual,Manual,1st owner,17.0,1.4,70.0,5.0,15.0,yes,5andBelow
Toyota,Innova,2.5 EV DIESEL PS 7 SEATER BSIII,3.5,490000 - 500000 Km,Diesel,Individual,Manual,2nd owner,12.99,2.49,100.57,7.0,11.0,yes,btwn6and8
Tata,Indigo,TDI,1.35,140000 - 150000 Km,Diesel,Individual,Manual,1st owner,19.61,1.4,70.0,5.0,10.0,yes,5andBelow
Hyundai,Grand,I10 1.2 KAPPA SPORTZ BSIV,6.1,0 - 10000 Km,Petrol,Individual,Manual,1st owner,18.9,1.2,81.86,5.0,4.0,yes,5andBelow
Volkswagen,Polo,1.5 TDI COMFORTLINE,2.6,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,20.14,1.5,88.5,5.0,2.0,No,5andBelow
Hyundai,Xcent,1.2 VTVT S,5.0,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,20.14,1.2,81.86,5.0,5.0,yes,5andBelow
Renault,KWID,1.0,2.2,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,23.01,1.0,67.0,5.0,6.0,No,5andBelow
Honda,Civic,1.8 S MT,1.21,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,13.5,1.8,130.0,5.0,16.0,yes,5andBelow
Tata,Indigo,CS ELX BS IV,3.5,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,25.0,1.4,69.01,5.0,5.0,yes,5andBelow
Audi,Q3,35 TDI QUATTRO TECHNOLOGY,22.0,20000 - 30000 Km,Diesel,Individual,Automatic,2nd owner,15.17,1.97,181.0,5.0,4.0,No,5andBelow
Hyundai,i20,1.4 CRDI ASTA,2.8,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,23.0,1.4,90.0,5.0,11.0,yes,5andBelow
Tata,Nexon,1.2 REVOTRON XZ PLUS,9.2,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,17.0,1.2,108.5,5.0,2.0,yes,5andBelow
Hyundai,i20,1.4 CRDI ASTA,3.2,150000 - 160000 Km,Diesel,Individual,Manual,1st owner,23.0,1.4,90.0,5.0,11.0,yes,5andBelow
Ford,Figo,DIESEL LXI,1.4,60000 - 70000 Km,Diesel,Individual,Manual,4th & above owner,20.0,1.4,68.0,5.0,10.0,No,5andBelow
Maruti,SX4,VDI,3.1,20000 - 30000 Km,Diesel,Individual,Manual,2nd owner,21.5,1.25,88.8,5.0,10.0,yes,5andBelow
Maruti,800,EX 5 SPEED,0.65,110000 - 120000 Km,Petrol,Individual,Manual,2nd owner,16.1,0.8,37.0,4.0,16.0,yes,5andBelow
Chevrolet,Enjoy,TCDI LTZ 7 SEATER,3.0,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,18.2,1.25,73.8,7.0,9.0,No,btwn6and8
Mahindra,XUV500,W8 2WD,5.75,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,15.1,2.18,140.0,7.0,11.0,yes,btwn6and8
Tata,Xenon,XT EX 4X2,4.4,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,13.49,2.18,138.03,5.0,8.0,yes,5andBelow
Maruti,Swift,VDI,3.8,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,22.9,1.25,74.0,5.0,10.0,yes,5andBelow
Tata,Manza,AURA (ABS) SAFIRE,1.4,110000 - 120000 Km,Petrol,Individual,Manual,4th & above owner,15.0,1.37,90.0,5.0,12.0,yes,5andBelow
Tata,Zest,QUADRAJET 1.3 75PS XE,4.75,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,22.95,1.25,74.0,5.0,7.0,yes,5andBelow
Mahindra,Xylo,D2,2.0,190000 - 200000 Km,Diesel,Individual,Manual,3rd owner,13.0,2.49,95.0,8.0,11.0,yes,btwn6and8
Maruti,Swift,LDI BSIV,4.0,170000 - 180000 Km,Diesel,Individual,Manual,1st owner,17.8,1.25,75.0,5.0,12.0,yes,5andBelow
Toyota,Innova,2.5 G (DIESEL) 8 SEATER BS IV,4.25,240000 - 250000 Km,Diesel,Individual,Manual,3rd owner,12.8,2.49,102.0,8.0,14.0,yes,btwn6and8
Honda,Amaze,ANNIVERSARY EDITION,5.1,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,98.6,5.0,7.0,yes,5andBelow
Hyundai,i10,ERA 1.1 ITECH SE,2.75,70000 - 80000 Km,Petrol,Individual,Manual,1st owner,19.81,1.09,68.05,5.0,12.0,yes,5andBelow
Chevrolet,Enjoy,1.3 TCDI LTZ 7,6.5,30000 - 40000 Km,Diesel,Individual,Manual,2nd owner,18.2,1.25,73.74,7.0,5.0,No,btwn6and8
Jeep,Compass,2.0 LONGITUDE OPTION BSIV,18.5,10000 - 20000 Km,Diesel,Individual,Manual,1st owner,17.1,1.96,170.0,5.0,3.0,No,5andBelow
Renault,Duster,4X4,6.5,120000 - 130000 Km,Diesel,Individual,Manual,1st owner,19.72,1.46,108.45,5.0,8.0,No,5andBelow
Fiat,Punto,EVO 1.3 EMOTION,3.6,50000 - 60000 Km,Diesel,Individual,Manual,2nd owner,20.5,1.25,91.7,5.0,6.0,No,5andBelow
Volkswagen,Ameo,1.5 TDI HIGHLINE PLUS 16 AT,6.5,80000 - 90000 Km,Diesel,Individual,Automatic,1st owner,21.73,1.5,108.62,5.0,4.0,No,5andBelow
Land Rover,Range Rover Evoque,2.2L PURE,20.0,70000 - 80000 Km,Diesel,Individual,Automatic,3rd owner,12.7,2.18,187.7,5.0,9.0,No,5andBelow
Chevrolet,Enjoy,1.3 TCDI LTZ 7,6.75,40000 - 50000 Km,Diesel,Individual,Manual,2nd owner,18.2,1.25,73.74,7.0,5.0,No,btwn6and8
Maruti,800,AC,0.5,30000 - 40000 Km,Petrol,Individual,Manual,3rd owner,16.1,0.8,37.0,4.0,16.0,yes,5andBelow
Maruti,Wagon,R VXI OPT 1.2,4.45,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,20.52,1.2,81.8,5.0,5.0,yes,5andBelow
Hyundai,Elite,I20 SPORTZ PLUS DIESEL,7.5,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,22.54,1.4,88.76,5.0,4.0,yes,5andBelow
Maruti,Swift,VDI,4.25,50000 - 60000 Km,Diesel,Individual,Manual,2nd owner,22.9,1.25,74.0,5.0,10.0,yes,5andBelow
Hyundai,i20,1.4 ASTA OPTION,8.5,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,22.54,1.4,88.73,5.0,5.0,yes,5andBelow
Maruti,Wagon,R VXI BS IV,4.0,10000 - 20000 Km,Petrol,Individual,Manual,2nd owner,20.51,1.0,67.04,5.0,6.0,yes,5andBelow
Tata,Indica,V2 ELX,2.0,50000 - 60000 Km,Diesel,Individual,Manual,2nd owner,25.0,1.4,69.0,5.0,8.0,yes,5andBelow
Honda,Amaze,SX I-DTEC,5.5,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,98.6,5.0,6.0,yes,5andBelow
Honda,Brio,V MT,2.5,90000 - 100000 Km,Petrol,Individual,Manual,2nd owner,19.4,1.2,86.8,5.0,10.0,yes,5andBelow
Maruti,Alto,800 LXI,2.06,110000 - 120000 Km,Petrol,Individual,Manual,2nd owner,22.74,0.8,47.3,5.0,8.0,yes,5andBelow
Hyundai,EON,MAGNA PLUS,2.9,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,21.1,0.81,55.2,5.0,8.0,yes,5andBelow
Tata,Nano,LX BSIV,0.45,30000 - 40000 Km,Petrol,Individual,Manual,4th & above owner,25.2,0.62,35.0,4.0,12.0,yes,5andBelow
Nissan,Sunny,DIESEL XL,2.2,100000 - 110000 Km,Diesel,Individual,Manual,3rd owner,21.64,1.46,84.8,5.0,10.0,No,5andBelow
Mercedes-Benz,New C-Class,C 220 CDI ELEGANCE AT,5.15,110000 - 120000 Km,Diesel,Individual,Automatic,2nd owner,14.84,2.14,170.0,5.0,14.0,No,5andBelow
Maruti,Alto,LX,1.7,90000 - 100000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,12.0,yes,5andBelow
Maruti,Swift,VDI BSIII,2.6,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,17.8,1.25,75.0,5.0,12.0,yes,5andBelow
Volkswagen,Vento,DIESEL HIGHLINE,3.15,120000 - 130000 Km,Diesel,Individual,Manual,2nd owner,20.54,1.6,103.6,5.0,10.0,No,5andBelow
Maruti,Alto,K10 2010-2014 VXI,2.25,70000 - 80000 Km,Petrol,Individual,Manual,2nd owner,20.92,1.0,67.1,5.0,11.0,yes,5andBelow
Volkswagen,Jetta,2.0L TDI COMFORTLINE,4.2,100000 - 110000 Km,Diesel,Individual,Manual,3rd owner,19.33,1.97,138.1,5.0,10.0,No,5andBelow
Mahindra,Scorpio,VLX 4WD AIRBAG BSIV,5.25,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,12.05,2.18,120.0,8.0,11.0,yes,btwn6and8
Maruti,Swift,AMT ZDI,6.7,80000 - 90000 Km,Diesel,Individual,Automatic,1st owner,25.2,1.25,74.0,5.0,4.0,yes,5andBelow
Ford,Figo,DIESEL CELEBRATION EDITION,2.5,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,20.0,1.4,68.1,5.0,9.0,No,5andBelow
Maruti,Swift Dzire,VDI,2.3,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,19.3,1.25,73.9,5.0,13.0,yes,5andBelow
Maruti,Swift Dzire,VDI,2.3,160000 - 170000 Km,Diesel,Individual,Manual,2nd owner,19.3,1.25,73.9,5.0,13.0,yes,5andBelow
Honda,Amaze,EX I-VTECH,3.0,110000 - 120000 Km,Petrol,Individual,Manual,2nd owner,18.0,1.2,86.7,5.0,9.0,yes,5andBelow
Maruti,A-Star,VXI,1.65,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,19.0,1.0,66.1,5.0,12.0,yes,5andBelow
Tata,New Safari,DICOR 2.2 EX 4X4 BS IV,2.95,240000 - 250000 Km,Diesel,Individual,Manual,1st owner,13.93,2.18,138.0,7.0,12.0,yes,btwn6and8
Hyundai,Verna,1.6 CRDI,3.6,150000 - 160000 Km,Diesel,Individual,Manual,2nd owner,22.32,1.58,126.3,5.0,11.0,yes,5andBelow
Hyundai,Verna,1.6 CRDI,3.8,150000 - 160000 Km,Diesel,Individual,Manual,2nd owner,22.32,1.58,126.3,5.0,11.0,yes,5andBelow
Renault,KWID,1.0 RXT 02 ANNIVERSARY EDITION,3.0,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,23.01,1.0,67.0,5.0,5.0,No,5andBelow
Mahindra,Scorpio,2.6 TURBO 9 STR,3.2,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,12.7,2.61,116.6,9.0,14.0,yes,9andAbobe
Datsun,GO,PLUS T BSIV,3.25,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,19.44,1.2,67.0,7.0,6.0,No,btwn6and8
Tata,Manza,AQUA QUADRAJET BS IV,1.6,20000 - 30000 Km,Diesel,Individual,Manual,2nd owner,21.12,1.25,88.8,5.0,12.0,yes,5andBelow
Mahindra,Bolero,POWER PLUS SLE,6.3,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,16.5,1.49,70.0,7.0,4.0,yes,btwn6and8
Maruti,Alto,800 VXI,2.3,20000 - 30000 Km,Petrol,Individual,Manual,2nd owner,22.74,0.8,47.3,5.0,8.0,yes,5andBelow
Maruti,Swift,ZDI,4.4,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,22.9,1.25,74.0,5.0,8.0,yes,5andBelow
Chevrolet,Spark,1.0 LT,0.9,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,18.0,1.0,62.0,5.0,15.0,No,5andBelow
Maruti,Ciaz,VDI SHVS,7.5,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,88.5,5.0,5.0,yes,5andBelow
Honda,City,V MT,3.3,70000 - 80000 Km,Petrol,Individual,Manual,2nd owner,16.8,1.5,116.3,5.0,10.0,yes,5andBelow
Maruti,Ciaz,ZDI PLUS SHVS,7.15,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,25.2,1.25,88.5,5.0,6.0,yes,5andBelow
Skoda,Fabia,1.2 TDI ACTIVE PLUS,2.5,140000 - 150000 Km,Diesel,Individual,Manual,2nd owner,20.86,1.2,75.0,5.0,9.0,No,5andBelow
Maruti,Zen,ESTILO 1.1 LX BSIII,1.2,140000 - 150000 Km,Petrol,Individual,Manual,2nd owner,18.2,1.06,64.0,5.0,15.0,yes,5andBelow
Ford,Ikon,1.6 NXT,1.0,20000 - 30000 Km,Petrol,Individual,Manual,3rd owner,14.2,1.6,92.0,5.0,18.0,No,5andBelow
Skoda,Rapid,1.5 TDI AT STYLE BSIV,8.5,30000 - 40000 Km,Diesel,Individual,Automatic,2nd owner,21.72,1.5,108.6,5.0,5.0,No,5andBelow
Hyundai,Xcent,1.2 CRDI E PLUS,4.5,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,25.2,1.19,73.97,5.0,4.0,yes,5andBelow
Volkswagen,Polo,DIESEL TRENDLINE 1.2L,2.4,190000 - 200000 Km,Diesel,Individual,Manual,1st owner,22.07,1.2,73.9,5.0,10.0,No,5andBelow
Maruti,Swift Dzire,VDI,6.0,130000 - 140000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.0,5.0,7.0,yes,5andBelow
Chevrolet,Enjoy,1.3 TCDI LS 7,2.8,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,18.2,1.25,73.74,7.0,6.0,No,btwn6and8
Hyundai,Verna,1.6 SX,4.65,140000 - 150000 Km,Diesel,Individual,Manual,2nd owner,22.32,1.58,126.32,5.0,10.0,yes,5andBelow
Maruti,Alto,800 LXI,3.5,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,24.7,0.8,47.3,5.0,4.0,yes,5andBelow
Hyundai,i10,MAGNA 1.2 ITECH SE,3.25,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,20.36,1.2,78.9,5.0,9.0,yes,5andBelow
Tata,Indica,V2 DLS TC,0.5,270000 - 280000 Km,Diesel,Individual,Manual,1st owner,16.8,1.4,62.0,5.0,18.0,yes,5andBelow
Maruti,Alto,LXI BSIII,1.1,110000 - 120000 Km,Petrol,Individual,Manual,3rd owner,19.7,0.8,46.3,5.0,16.0,yes,5andBelow
Mahindra,Bolero,2011-2019 SLE BSIII,5.15,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,15.96,2.52,62.1,7.0,7.0,yes,btwn6and8
Maruti,Ciaz,1.4 SIGMA,7.5,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,20.73,1.37,91.1,5.0,4.0,yes,5andBelow
Hyundai,EON,SPORTZ,3.5,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,21.1,0.81,55.2,5.0,4.0,yes,5andBelow
Hyundai,Grand,I10 1.2 KAPPA SPORTZ BSIV,4.89,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,18.9,1.2,81.86,5.0,3.0,yes,5andBelow
Maruti,Alto,800 LXI,3.0,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,24.7,0.8,47.3,5.0,5.0,yes,5andBelow
Maruti,Baleno,ALPHA 1.3,6.5,30000 - 40000 Km,Diesel,Individual,Manual,2nd owner,25.2,1.25,74.0,5.0,5.0,yes,5andBelow
Maruti,A-Star,VXI,2.5,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,19.0,1.0,66.1,5.0,8.0,yes,5andBelow
Maruti,Alto,800 LXI,2.0,30000 - 40000 Km,Petrol,Individual,Manual,3rd owner,22.74,0.8,47.3,5.0,8.0,yes,5andBelow
Mahindra,Scorpio,S10 7 SEATER,9.5,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,15.4,2.18,120.0,7.0,7.0,yes,btwn6and8
Tata,Indigo,ECS LX BSIV,2.0,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,23.03,1.4,69.0,5.0,10.0,yes,5andBelow
Hyundai,EON,1.0 ERA PLUS,2.76,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,20.3,1.0,68.05,5.0,6.0,yes,5andBelow
Hyundai,EON,MAGNA PLUS,2.5,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,21.1,0.81,55.2,5.0,8.0,yes,5andBelow
Maruti,Alto,LX,0.95,70000 - 80000 Km,Petrol,Individual,Manual,2nd owner,19.7,0.8,46.3,5.0,14.0,yes,5andBelow
Tata,Indigo,CR4,2.0,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,23.57,1.4,70.0,5.0,11.0,yes,5andBelow
Hyundai,Verna,1.6 SX,4.5,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,22.32,1.58,126.32,5.0,10.0,yes,5andBelow
Mahindra,XUV500,W6 2WD,9.0,10000 - 20000 Km,Diesel,Individual,Manual,1st owner,15.1,2.18,140.0,7.0,9.0,yes,btwn6and8
Tata,Indigo,CS LX (TDI) BS III,2.0,170000 - 180000 Km,Diesel,Individual,Manual,1st owner,19.09,1.4,69.0,5.0,12.0,yes,5andBelow
Hyundai,i10,SPORTZ,2.0,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,20.36,1.2,78.9,5.0,12.0,yes,5andBelow
Mahindra,Bolero,2011-2019 SLE,3.7,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,15.96,2.52,62.1,7.0,11.0,yes,btwn6and8
Tata,Indigo,CS GLX BS III,2.5,90000 - 100000 Km,Petrol,Individual,Manual,1st owner,15.2,1.19,65.0,5.0,14.0,yes,5andBelow
Renault,KWID,RXT,2.9,0 - 10000 Km,Petrol,Individual,Manual,1st owner,25.17,0.8,53.3,5.0,6.0,No,5andBelow
Maruti,Ertiga,SHVS VDI,9.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,24.52,1.25,88.5,7.0,4.0,yes,btwn6and8
Ford,Figo,DIESEL CELEBRATION EDITION,3.25,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,20.0,1.4,68.1,5.0,9.0,No,5andBelow
Hyundai,Grand,I10 MAGNA,4.25,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,18.9,1.2,82.0,5.0,6.0,yes,5andBelow
Maruti,Alto,K10 VXI,3.0,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,23.95,1.0,67.05,5.0,8.0,yes,5andBelow
Hyundai,i10,SPORTZ,3.25,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,20.36,1.2,78.9,5.0,9.0,yes,5andBelow
Hyundai,Creta,1.4 CRDI S,9.0,120000 - 130000 Km,Diesel,Individual,Manual,1st owner,21.38,1.4,88.7,5.0,6.0,yes,5andBelow
Hyundai,Creta,1.4 CRDI S PLUS,9.5,130000 - 140000 Km,Diesel,Individual,Manual,1st owner,21.38,1.4,88.7,5.0,6.0,yes,5andBelow
Volkswagen,Vento,DIESEL TRENDLINE,3.2,110000 - 120000 Km,Diesel,Individual,Manual,3rd owner,20.54,1.6,103.6,5.0,12.0,No,5andBelow
Volkswagen,Ameo,1.0 MPI TRENDLINE,5.0,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,19.44,1.0,75.0,5.0,3.0,No,5andBelow
Ford,Figo,PETROL LXI,2.9,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,15.6,1.2,70.0,5.0,10.0,No,5andBelow
Tata,Nano,LX BSIV,0.6,80000 - 90000 Km,Petrol,Individual,Manual,1st owner,25.2,0.62,37.48,4.0,10.0,yes,5andBelow
Maruti,A-Star,VXI,1.2,130000 - 140000 Km,Petrol,Individual,Manual,3rd owner,19.0,1.0,66.1,5.0,13.0,yes,5andBelow
Honda,City,I-DTEC VX,8.5,100000 - 110000 Km,Diesel,Dealer,Manual,1st owner,25.2,1.5,97.9,5.0,5.0,yes,5andBelow
Toyota,Innova,CRYSTA 2.4 GX MT BSIV,17.5,20000 - 30000 Km,Diesel,Dealer,Manual,1st owner,13.68,2.39,147.8,7.0,5.0,yes,btwn6and8
